endpoint,method,description,status,pic,story_point,sprint
/api/masterwpdata/{record_id},PUT,Update data masterwpdata berdasarkan record_id.,todo,backend,1,sprint-1
/api/masterwpdata/{record_id},DELETE,Hapus data masterwpdata berdasarkan record_id.,todo,backend,1,sprint-1
/api/transdatakohir,POST,Insert data ke tabel transdatakohir.,todo,backend,1,sprint-1
/api/transdatakohir,GET,Ambil semua data dari tabel transdatakohir.,todo,backend,1,sprint-1
/api/transdatakohir/{record_id},GET,Ambil data transdatakohir berdasarkan record_id.,todo,backend,1,sprint-1
/api/transdatakohir/{record_id},PUT,Update data transdatakohir berdasarkan record_id.,todo,backend,1,sprint-1
/api/transdatakohir/{record_id},DELETE,Hapus data transdatakohir berdasarkan record_id.,todo,backend,1,sprint-1
/api/transhistpendataan,POST,Insert data ke tabel transhistpendataan.,todo,backend,1,sprint-1
/api/transhistpendataan,GET,Ambil semua data dari tabel transhistpendataan.,todo,backend,1,sprint-1
/api/transhistpendataan/{record_id},GET,Ambil data transhistpendataan berdasarkan record_id.,todo,backend,1,sprint-1
/api/transhistpendataan/{record_id},PUT,Update data transhistpendataan berdasarkan record_id.,todo,backend,1,sprint-1
/api/transhistpendataan/{record_id},DELETE,Hapus data transhistpendataan berdasarkan record_id.,todo,backend,1,sprint-1
/api/transhistpendataandet,POST,Insert data ke tabel transhistpendataandet.,todo,backend,1,sprint-1
/api/transhistpendataandet,GET,Ambil semua data dari tabel transhistpendataandet.,todo,backend,1,sprint-1
/api/transhistpendataandet/{record_id},GET,Ambil data transhistpendataandet berdasarkan record_id.,todo,backend,1,sprint-1
/api/transhistpendataandet/{record_id},PUT,Update data transhistpendataandet berdasarkan record_id.,todo,backend,1,sprint-1
/api/transhistpendataandet/{record_id},DELETE,Hapus data transhistpendataandet berdasarkan record_id.,todo,backend,1,sprint-1
/api/transhistpenetapan,POST,Insert data ke tabel transhistpenetapan.,todo,backend,1,sprint-1
/api/transhistpenetapan,GET,Ambil semua data dari tabel transhistpenetapan.,todo,backend,1,sprint-1
/api/transhistpenetapan/{record_id},GET,Ambil data transhistpenetapan berdasarkan record_id.,todo,backend,1,sprint-1
/api/transhistpenetapan/{record_id},PUT,Update data transhistpenetapan berdasarkan record_id.,todo,backend,1,sprint-1
/api/transhistpenetapan/{record_id},DELETE,Hapus data transhistpenetapan berdasarkan record_id.,todo,backend,1,sprint-1
/api/transpendataan,POST,Insert data ke tabel transpendataan.,todo,backend,1,sprint-1
/api/transpendataan,GET,Ambil semua data dari tabel transpendataan.,todo,backend,1,sprint-1
/api/transpendataan/{record_id},GET,Ambil data transpendataan berdasarkan record_id.,todo,backend,1,sprint-1
/api/transpendataan/{record_id},PUT,Update data transpendataan berdasarkan record_id.,todo,backend,1,sprint-1
/api/transpendataan/{record_id},DELETE,Hapus data transpendataan berdasarkan record_id.,todo,backend,1,sprint-1
/api/transpendataandet,POST,Insert data ke tabel transpendataandet.,todo,backend,1,sprint-1
/api/transpendataandet,GET,Ambil semua data dari tabel transpendataandet.,todo,backend,1,sprint-1
/api/transpendataandet/{record_id},GET,Ambil data transpendataandet berdasarkan record_id.,todo,backend,1,sprint-1
/api/transpendataandet/{record_id},PUT,Update data transpendataandet berdasarkan record_id.,todo,backend,1,sprint-1
/api/transpendataandet/{record_id},DELETE,Hapus data transpendataandet berdasarkan record_id.,todo,backend,1,sprint-1
/api/transpenetapan,POST,Insert data ke tabel transpenetapan.,todo,backend,1,sprint-1
/api/transpenetapan,GET,Ambil semua data dari tabel transpenetapan.,todo,backend,1,sprint-1
/api/transpenetapan/{record_id},GET,Ambil data transpenetapan berdasarkan record_id.,todo,backend,1,sprint-1
/api/transpenetapan/{record_id},PUT,Update data transpenetapan berdasarkan record_id.,todo,backend,1,sprint-1
/api/transpenetapan/{record_id},DELETE,Hapus data transpenetapan berdasarkan record_id.,todo,backend,1,sprint-1
/api/transsts,POST,Insert data ke tabel transsts.,todo,backend,1,sprint-1
/api/transsts,GET,Ambil semua data dari tabel transsts.,todo,backend,1,sprint-1
/api/transsts/{record_id},GET,Ambil data transsts berdasarkan record_id.,todo,backend,1,sprint-1
/api/transsts/{record_id},PUT,Update data transsts berdasarkan record_id.,todo,backend,1,sprint-1
/api/transsts/{record_id},DELETE,Hapus data transsts berdasarkan record_id.,todo,backend,1,sprint-1
/api/transstsdet,POST,Insert data ke tabel transstsdet.,todo,backend,1,sprint-1
/api/transstsdet,GET,Ambil semua data dari tabel transstsdet.,todo,backend,1,sprint-1
/api/transstsdet/{record_id},GET,Ambil data transstsdet berdasarkan record_id.,todo,backend,1,sprint-1
/api/transstsdet/{record_id},PUT,Update data transstsdet berdasarkan record_id.,todo,backend,1,sprint-1
/api/transstsdet/{record_id},DELETE,Hapus data transstsdet berdasarkan record_id.,todo,backend,1,sprint-1
/api/transwpdata,POST,Insert data ke tabel transwpdata.,todo,backend,1,sprint-1
/api/transwpdata,GET,Ambil semua data dari tabel transwpdata.,todo,backend,1,sprint-1
/api/transwpdata/{record_id},GET,Ambil data transwpdata berdasarkan record_id.,todo,backend,1,sprint-1
/api/transwpdata/{record_id},PUT,Update data transwpdata berdasarkan record_id.,todo,backend,1,sprint-1
/api/transwpdata/{record_id},DELETE,Hapus data transwpdata berdasarkan record_id.,todo,backend,1,sprint-1
/api/transwpdataantri,POST,Insert data ke tabel transwpdataantri.,todo,backend,1,sprint-1
/api/transwpdataantri,GET,Ambil semua data dari tabel transwpdataantri.,todo,backend,1,sprint-1
/api/transwpdataantri/{record_id},GET,Ambil data transwpdataantri berdasarkan record_id.,todo,backend,1,sprint-1
/api/transwpdataantri/{record_id},PUT,Update data transwpdataantri berdasarkan record_id.,todo,backend,1,sprint-1
/api/transwpdataantri/{record_id},DELETE,Hapus data transwpdataantri berdasarkan record_id.,todo,backend,1,sprint-1
/api/transwpdatafile,POST,Insert data ke tabel transwpdatafile.,todo,backend,1,sprint-1
/api/transwpdatafile,GET,Ambil semua data dari tabel transwpdatafile.,todo,backend,1,sprint-1
/api/transwpdatafile/{record_id},GET,Ambil data transwpdatafile berdasarkan record_id.,todo,backend,1,sprint-1
/api/transwpdatafile/{record_id},PUT,Update data transwpdatafile berdasarkan record_id.,todo,backend,1,sprint-1
/api/transwpdatafile/{record_id},DELETE,Hapus data transwpdatafile berdasarkan record_id.,todo,backend,1,sprint-1
/api/ref_flag,POST,Insert data ke tabel ref_flag.,todo,backend,1,sprint-1
/api/ref_flag,GET,Ambil semua data dari tabel ref_flag.,todo,backend,1,sprint-1
/api/ref_flag/{record_id},GET,Ambil data ref_flag berdasarkan record_id.,todo,backend,1,sprint-1
/api/ref_flag/{record_id},PUT,Update data ref_flag berdasarkan record_id.,todo,backend,1,sprint-1
/api/ref_flag/{record_id},DELETE,Hapus data ref_flag berdasarkan record_id.,todo,backend,1,sprint-1
